Subject,type,Group,Direction,Bin,Recall
20,IS,JOL D,U,30,0
20,IS,JOL D,U,20,0
20,IS,JOL D,U,20,0
20,IS,JOL D,U,10,0
20,IS,JOL D,U,10,0
20,IS,JOL D,U,0,0
20,IS,JOL D,U,10,0
20,IS,JOL D,U,50,100
20,IS,JOL D,U,0,0
20,IS,JOL D,U,20,0
29,IS,JOL A,F,90,100
29,IS,JOL A,F,90,100
29,IS,JOL A,F,90,100
29,IS,JOL A,F,100,100
29,IS,JOL A,F,80,100
29,IS,JOL A,F,80,100
29,IS,JOL A,F,100,100
29,IS,JOL A,F,80,100
29,IS,JOL A,F,90,100
29,IS,JOL A,F,90,100
29,IS,JOL A,F,80,100
29,IS,JOL A,F,90,100
29,IS,JOL A,F,100,100
29,IS,JOL A,F,100,100
29,IS,JOL A,F,100,100
29,IS,JOL A,F,100,100
29,IS,JOL A,F,90,100
29,IS,JOL A,F,90,100
29,IS,JOL A,F,100,100
29,IS,JOL A,F,100,100
29,IS,JOL A,B,100,100
29,IS,JOL A,B,90,100
29,IS,JOL A,B,80,100
29,IS,JOL A,B,90,100
29,IS,JOL A,B,80,100
29,IS,JOL A,B,100,100
29,IS,JOL A,B,100,100
29,IS,JOL A,B,100,100
29,IS,JOL A,B,90,100
29,IS,JOL A,B,100,100
29,IS,JOL A,B,90,100
29,IS,JOL A,B,80,100
29,IS,JOL A,B,70,100
29,IS,JOL A,B,90,0
29,IS,JOL A,B,100,0
29,IS,JOL A,B,90,100
29,IS,JOL A,B,90,100
29,IS,JOL A,B,90,100
29,IS,JOL A,B,90,100
29,IS,JOL A,B,100,0
29,IS,JOL A,S,100,100
29,IS,JOL A,S,100,100
29,IS,JOL A,S,100,100
29,IS,JOL A,S,90,100
29,IS,JOL A,S,80,100
29,IS,JOL A,S,90,100
29,IS,JOL A,S,100,100
29,IS,JOL A,S,90,100
29,IS,JOL A,S,100,100
29,IS,JOL A,S,100,100
29,IS,JOL A,S,100,100
29,IS,JOL A,S,90,100
29,IS,JOL A,S,90,100
29,IS,JOL A,S,100,100
29,IS,JOL A,S,90,0
29,IS,JOL A,S,100,100
29,IS,JOL A,S,100,100
29,IS,JOL A,S,80,100
29,IS,JOL A,S,90,100
29,IS,JOL A,S,100,100
29,IS,JOL A,U,40,0
29,IS,JOL A,U,30,100
29,IS,JOL A,U,50,100
29,IS,JOL A,U,50,100
29,IS,JOL A,U,50,0
29,IS,JOL A,U,60,100
29,IS,JOL A,U,60,0
29,IS,JOL A,U,80,0
29,IS,JOL A,U,60,100
29,IS,JOL A,U,80,100
29,IS,JOL A,U,70,0
29,IS,JOL A,U,80,100
29,IS,JOL A,U,50,100
29,IS,JOL A,U,70,100
29,IS,JOL A,U,70,100
29,IS,JOL A,U,50,100
29,IS,JOL A,U,30,100
29,IS,JOL A,U,80,0
29,IS,JOL A,U,90,100
29,IS,JOL A,U,50,100
30,IS,JOL B,F,90,100
30,IS,JOL B,F,90,100
30,IS,JOL B,F,90,100
30,IS,JOL B,F,90,0
30,IS,JOL B,F,90,0
30,IS,JOL B,F,90,100
30,IS,JOL B,F,90,0
30,IS,JOL B,F,90,100
30,IS,JOL B,F,80,100
30,IS,JOL B,F,60,100
30,IS,JOL B,F,90,100
30,IS,JOL B,F,80,100
30,IS,JOL B,F,90,100
30,IS,JOL B,F,90,100
30,IS,JOL B,F,90,0
30,IS,JOL B,F,90,100
30,IS,JOL B,F,90,100
30,IS,JOL B,F,80,100
30,IS,JOL B,F,90,100
30,IS,JOL B,F,70,100
30,IS,JOL B,B,90,0
30,IS,JOL B,B,90,0
30,IS,JOL B,B,90,100
30,IS,JOL B,B,90,0
30,IS,JOL B,B,100,100
30,IS,JOL B,B,90,100
30,IS,JOL B,B,90,0
30,IS,JOL B,B,90,0
30,IS,JOL B,B,100,100
30,IS,JOL B,B,80,100
30,IS,JOL B,B,90,100
30,IS,JOL B,B,90,100
30,IS,JOL B,B,90,100
30,IS,JOL B,B,80,100
30,IS,JOL B,B,90,100
30,IS,JOL B,B,90,0
30,IS,JOL B,B,90,0
30,IS,JOL B,B,90,100
30,IS,JOL B,B,80,100
30,IS,JOL B,B,90,100
30,IS,JOL B,S,90,100
30,IS,JOL B,S,90,0
30,IS,JOL B,S,90,100
30,IS,JOL B,S,90,100
30,IS,JOL B,S,90,100
30,IS,JOL B,S,90,100
30,IS,JOL B,S,90,0
30,IS,JOL B,S,100,0
30,IS,JOL B,S,90,100
30,IS,JOL B,S,80,100
30,IS,JOL B,S,100,100
30,IS,JOL B,S,90,100
30,IS,JOL B,S,90,0
30,IS,JOL B,S,90,0
30,IS,JOL B,S,90,100
30,IS,JOL B,S,100,100
30,IS,JOL B,S,80,100
30,IS,JOL B,S,90,0
30,IS,JOL B,S,80,100
30,IS,JOL B,S,100,100
30,IS,JOL B,U,100,100
30,IS,JOL B,U,90,0
30,IS,JOL B,U,90,0
30,IS,JOL B,U,90,100
30,IS,JOL B,U,80,0
30,IS,JOL B,U,90,0
30,IS,JOL B,U,80,0
30,IS,JOL B,U,100,0
30,IS,JOL B,U,90,0
30,IS,JOL B,U,100,0
30,IS,JOL B,U,100,0
30,IS,JOL B,U,100,0
30,IS,JOL B,U,100,0
30,IS,JOL B,U,90,0
30,IS,JOL B,U,80,0
30,IS,JOL B,U,100,0
30,IS,JOL B,U,90,0
30,IS,JOL B,U,90,0
30,IS,JOL B,U,100,100
30,IS,JOL B,U,90,0
31,IS,JOL C,F,90,100
31,IS,JOL C,F,90,100
31,IS,JOL C,F,80,100
31,IS,JOL C,F,90,100
31,IS,JOL C,F,80,100
31,IS,JOL C,F,80,0
31,IS,JOL C,F,40,0
31,IS,JOL C,F,80,100
31,IS,JOL C,F,80,100
31,IS,JOL C,F,80,100
31,IS,JOL C,F,60,100
31,IS,JOL C,F,80,100
31,IS,JOL C,F,80,100
31,IS,JOL C,F,90,100
31,IS,JOL C,F,80,100
31,IS,JOL C,F,90,100
31,IS,JOL C,F,80,100
31,IS,JOL C,F,80,100
31,IS,JOL C,F,80,100
31,IS,JOL C,F,80,0
31,IS,JOL C,B,90,100
31,IS,JOL C,B,70,100
31,IS,JOL C,B,70,100
31,IS,JOL C,B,80,100
31,IS,JOL C,B,70,100
31,IS,JOL C,B,90,100
31,IS,JOL C,B,80,100
31,IS,JOL C,B,80,100
31,IS,JOL C,B,90,100
31,IS,JOL C,B,90,100
31,IS,JOL C,B,60,100
31,IS,JOL C,B,80,100
31,IS,JOL C,B,80,100
31,IS,JOL C,B,80,100
31,IS,JOL C,B,100,100
31,IS,JOL C,B,90,100
31,IS,JOL C,B,70,100
31,IS,JOL C,B,70,100
31,IS,JOL C,B,80,100
31,IS,JOL C,B,90,100
31,IS,JOL C,S,80,100
31,IS,JOL C,S,80,100
31,IS,JOL C,S,70,100
31,IS,JOL C,S,50,100
31,IS,JOL C,S,60,100
31,IS,JOL C,S,70,100
31,IS,JOL C,S,80,100
31,IS,JOL C,S,50,100
31,IS,JOL C,S,70,100
31,IS,JOL C,S,70,100
31,IS,JOL C,S,70,100
31,IS,JOL C,S,90,100
31,IS,JOL C,S,90,100
31,IS,JOL C,S,70,100
31,IS,JOL C,S,70,100
31,IS,JOL C,S,90,100
31,IS,JOL C,S,50,100
31,IS,JOL C,S,90,100
31,IS,JOL C,S,70,100
31,IS,JOL C,S,90,100
31,IS,JOL C,U,40,0
31,IS,JOL C,U,50,0
31,IS,JOL C,U,30,0
31,IS,JOL C,U,60,0
31,IS,JOL C,U,30,0
31,IS,JOL C,U,30,100
31,IS,JOL C,U,50,100
31,IS,JOL C,U,40,0
31,IS,JOL C,U,30,100
31,IS,JOL C,U,30,0
31,IS,JOL C,U,40,0
31,IS,JOL C,U,30,100
31,IS,JOL C,U,30,0
31,IS,JOL C,U,40,100
31,IS,JOL C,U,40,100
31,IS,JOL C,U,30,0
31,IS,JOL C,U,50,0
31,IS,JOL C,U,30,0
31,IS,JOL C,U,40,0
31,IS,JOL C,U,60,100
32,IS,JOL D,B,60,0
32,IS,JOL D,B,0,0
32,IS,JOL D,B,50,100
32,IS,JOL D,B,60,100
32,IS,JOL D,B,70,100
32,IS,JOL D,B,50,0
32,IS,JOL D,B,50,0
32,IS,JOL D,B,50,0
32,IS,JOL D,B,90,0
32,IS,JOL D,B,40,0
32,IS,JOL D,B,90,100
32,IS,JOL D,B,40,0
32,IS,JOL D,B,40,0
32,IS,JOL D,B,80,100
32,IS,JOL D,B,50,0
32,IS,JOL D,B,50,100
32,IS,JOL D,B,40,0
32,IS,JOL D,B,50,0
32,IS,JOL D,B,50,0
32,IS,JOL D,B,90,100
32,IS,JOL D,F,70,100
32,IS,JOL D,F,60,100
32,IS,JOL D,F,60,100
32,IS,JOL D,F,70,100
32,IS,JOL D,F,80,100
32,IS,JOL D,F,40,0
32,IS,JOL D,F,60,100
32,IS,JOL D,F,60,0
32,IS,JOL D,F,80,100
32,IS,JOL D,F,80,100
32,IS,JOL D,F,60,100
32,IS,JOL D,F,80,0
32,IS,JOL D,F,70,100
32,IS,JOL D,F,60,100
32,IS,JOL D,F,70,100
32,IS,JOL D,F,60,100
32,IS,JOL D,F,70,100
32,IS,JOL D,F,10,100
32,IS,JOL D,F,50,0
32,IS,JOL D,S,70,0
32,IS,JOL D,S,80,100
32,IS,JOL D,S,50,100
32,IS,JOL D,S,40,0
32,IS,JOL D,S,40,100
32,IS,JOL D,S,40,0
32,IS,JOL D,S,60,100
32,IS,JOL D,S,80,100
32,IS,JOL D,S,80,100
32,IS,JOL D,S,90,100
32,IS,JOL D,S,80,100
32,IS,JOL D,S,60,100
32,IS,JOL D,S,70,100
32,IS,JOL D,S,40,100
32,IS,JOL D,S,40,0
32,IS,JOL D,S,90,100
32,IS,JOL D,S,50,100
32,IS,JOL D,S,30,0
32,IS,JOL D,S,50,100
32,IS,JOL D,U,40,0
32,IS,JOL D,U,40,0
32,IS,JOL D,U,50,0
32,IS,JOL D,U,20,0
32,IS,JOL D,U,20,0
32,IS,JOL D,U,50,0
32,IS,JOL D,U,50,0
32,IS,JOL D,U,50,0
32,IS,JOL D,U,60,100
32,IS,JOL D,U,70,0
32,IS,JOL D,U,50,0
32,IS,JOL D,U,50,0
32,IS,JOL D,U,30,0
32,IS,JOL D,U,30,0
32,IS,JOL D,U,30,0
32,IS,JOL D,U,30,0
32,IS,JOL D,U,50,0
32,IS,JOL D,U,80,100
32,IS,JOL D,U,60,0
32,IS,JOL D,U,30,0
41,IS,JOL A,F,80,100
41,IS,JOL A,F,90,100
41,IS,JOL A,F,90,100
41,IS,JOL A,F,50,100
41,IS,JOL A,F,60,100
41,IS,JOL A,F,90,100
41,IS,JOL A,F,50,0
41,IS,JOL A,F,90,100
41,IS,JOL A,F,90,100
41,IS,JOL A,F,100,100
41,IS,JOL A,F,90,100
41,IS,JOL A,F,90,100
41,IS,JOL A,F,80,100
41,IS,JOL A,F,100,100
41,IS,JOL A,F,40,100
41,IS,JOL A,F,80,100
41,IS,JOL A,F,90,100
41,IS,JOL A,F,90,100
41,IS,JOL A,F,90,100
41,IS,JOL A,F,90,100
41,IS,JOL A,B,80,0
41,IS,JOL A,B,90,0
41,IS,JOL A,B,80,100
41,IS,JOL A,B,80,0
41,IS,JOL A,B,90,100
41,IS,JOL A,B,100,100
41,IS,JOL A,B,90,100
41,IS,JOL A,B,80,100
41,IS,JOL A,B,90,100
41,IS,JOL A,B,100,100
41,IS,JOL A,B,70,100
41,IS,JOL A,B,70,100
41,IS,JOL A,B,80,100
41,IS,JOL A,B,80,100
41,IS,JOL A,B,90,100
41,IS,JOL A,B,80,100
41,IS,JOL A,B,100,100
41,IS,JOL A,B,80,100
41,IS,JOL A,B,90,100
41,IS,JOL A,B,90,100
41,IS,JOL A,S,100,100
41,IS,JOL A,S,80,100
41,IS,JOL A,S,70,0
41,IS,JOL A,S,70,100
41,IS,JOL A,S,70,100
41,IS,JOL A,S,80,0
41,IS,JOL A,S,70,100
41,IS,JOL A,S,80,100
41,IS,JOL A,S,90,100
41,IS,JOL A,S,80,100
41,IS,JOL A,S,80,100
41,IS,JOL A,S,70,100
41,IS,JOL A,S,80,100
41,IS,JOL A,S,90,100
41,IS,JOL A,S,100,100
41,IS,JOL A,S,90,0
41,IS,JOL A,S,90,100
41,IS,JOL A,S,90,100
41,IS,JOL A,S,80,100
41,IS,JOL A,S,90,100
41,IS,JOL A,U,60,0
41,IS,JOL A,U,10,0
41,IS,JOL A,U,50,0
41,IS,JOL A,U,50,0
41,IS,JOL A,U,20,0
41,IS,JOL A,U,20,0
41,IS,JOL A,U,40,0
41,IS,JOL A,U,40,0
41,IS,JOL A,U,10,0
41,IS,JOL A,U,50,100
41,IS,JOL A,U,20,0
41,IS,JOL A,U,40,0
41,IS,JOL A,U,40,0
41,IS,JOL A,U,40,0
41,IS,JOL A,U,30,0
41,IS,JOL A,U,40,0
41,IS,JOL A,U,20,0
41,IS,JOL A,U,10,0
41,IS,JOL A,U,50,0
42,IS,JOL B,F,20,100
42,IS,JOL B,F,10,100
42,IS,JOL B,F,10,100
42,IS,JOL B,F,20,100
42,IS,JOL B,F,20,100
42,IS,JOL B,F,20,100
42,IS,JOL B,F,20,100
42,IS,JOL B,F,20,100
42,IS,JOL B,F,20,100
42,IS,JOL B,F,20,100
42,IS,JOL B,F,10,100
42,IS,JOL B,F,10,100
42,IS,JOL B,F,20,100
42,IS,JOL B,F,20,100
42,IS,JOL B,F,10,100
42,IS,JOL B,F,20,100
42,IS,JOL B,F,20,100
42,IS,JOL B,F,10,0
42,IS,JOL B,F,10,100
42,IS,JOL B,F,20,100
42,IS,JOL B,B,10,100
42,IS,JOL B,B,10,0
42,IS,JOL B,B,20,0
42,IS,JOL B,B,20,100
42,IS,JOL B,B,20,0
42,IS,JOL B,B,10,100
42,IS,JOL B,B,10,100
42,IS,JOL B,B,10,100
42,IS,JOL B,B,10,100
42,IS,JOL B,B,10,100
42,IS,JOL B,B,20,0
42,IS,JOL B,B,10,0
42,IS,JOL B,B,10,0
42,IS,JOL B,B,20,0
42,IS,JOL B,B,20,100
42,IS,JOL B,B,10,100
42,IS,JOL B,B,10,100
42,IS,JOL B,B,30,100
42,IS,JOL B,B,10,100
42,IS,JOL B,S,10,100
42,IS,JOL B,S,0,100
42,IS,JOL B,S,20,100
42,IS,JOL B,S,0,0
42,IS,JOL B,S,10,100
42,IS,JOL B,S,20,100
42,IS,JOL B,S,10,100
42,IS,JOL B,S,10,0
42,IS,JOL B,S,10,100
42,IS,JOL B,S,10,100
42,IS,JOL B,S,20,0
42,IS,JOL B,S,10,0
42,IS,JOL B,S,40,100
42,IS,JOL B,S,10,100
42,IS,JOL B,S,20,100
42,IS,JOL B,S,10,100
42,IS,JOL B,S,20,100
42,IS,JOL B,S,20,100
42,IS,JOL B,S,20,100
42,IS,JOL B,S,10,0
42,IS,JOL B,U,0,0
42,IS,JOL B,U,0,0
42,IS,JOL B,U,10,0
42,IS,JOL B,U,20,0
42,IS,JOL B,U,10,0
42,IS,JOL B,U,0,0
42,IS,JOL B,U,0,0
42,IS,JOL B,U,0,0
42,IS,JOL B,U,20,0
42,IS,JOL B,U,0,0
42,IS,JOL B,U,0,100
42,IS,JOL B,U,0,0
42,IS,JOL B,U,10,0
42,IS,JOL B,U,0,0
42,IS,JOL B,U,10,0
42,IS,JOL B,U,10,100
42,IS,JOL B,U,0,0
42,IS,JOL B,U,20,100
42,IS,JOL B,U,0,100
42,IS,JOL B,U,20,0
43,IS,JOL C,F,60,0
43,IS,JOL C,F,60,100
43,IS,JOL C,F,40,0
43,IS,JOL C,F,50,100
43,IS,JOL C,F,60,0
43,IS,JOL C,F,50,0
43,IS,JOL C,F,50,0
43,IS,JOL C,F,60,0
43,IS,JOL C,F,40,100
43,IS,JOL C,F,60,0
43,IS,JOL C,F,70,0
43,IS,JOL C,F,50,100
43,IS,JOL C,F,30,0
43,IS,JOL C,F,40,100
43,IS,JOL C,F,50,100
43,IS,JOL C,F,30,0
43,IS,JOL C,F,60,100
43,IS,JOL C,F,60,0
43,IS,JOL C,F,60,100
43,IS,JOL C,B,20,0
43,IS,JOL C,B,50,0
43,IS,JOL C,B,50,0
43,IS,JOL C,B,60,100
43,IS,JOL C,B,40,100
43,IS,JOL C,B,30,100
43,IS,JOL C,B,50,100
43,IS,JOL C,B,70,100
43,IS,JOL C,B,30,0
43,IS,JOL C,B,40,100
43,IS,JOL C,B,50,100
43,IS,JOL C,B,70,0
43,IS,JOL C,B,70,100
43,IS,JOL C,B,40,100
43,IS,JOL C,B,70,100
43,IS,JOL C,B,70,100
43,IS,JOL C,B,60,100
43,IS,JOL C,B,30,100
43,IS,JOL C,B,50,0
43,IS,JOL C,B,50,100
43,IS,JOL C,S,10,0
43,IS,JOL C,S,20,100
43,IS,JOL C,S,10,100
43,IS,JOL C,S,10,100
43,IS,JOL C,S,10,0
43,IS,JOL C,S,10,0
43,IS,JOL C,S,20,100
43,IS,JOL C,S,40,0
43,IS,JOL C,S,10,100
43,IS,JOL C,S,10,100
43,IS,JOL C,S,20,100
43,IS,JOL C,S,10,0
43,IS,JOL C,S,20,100
43,IS,JOL C,S,20,100
43,IS,JOL C,S,30,100
43,IS,JOL C,S,10,100
43,IS,JOL C,S,30,0
43,IS,JOL C,S,30,100
43,IS,JOL C,S,20,100
43,IS,JOL C,U,30,0
43,IS,JOL C,U,30,0
43,IS,JOL C,U,30,0
43,IS,JOL C,U,20,0
43,IS,JOL C,U,10,0
43,IS,JOL C,U,20,0
43,IS,JOL C,U,10,0
43,IS,JOL C,U,20,0
43,IS,JOL C,U,20,0
43,IS,JOL C,U,20,0
43,IS,JOL C,U,0,0
43,IS,JOL C,U,10,0
43,IS,JOL C,U,0,100
43,IS,JOL C,U,30,0
43,IS,JOL C,U,10,0
43,IS,JOL C,U,20,0
43,IS,JOL C,U,10,0
43,IS,JOL C,U,20,0
43,IS,JOL C,U,10,0
43,IS,JOL C,U,0,0
44,IS,JOL D,B,80,100
44,IS,JOL D,B,50,100
44,IS,JOL D,B,70,100
44,IS,JOL D,B,70,100
44,IS,JOL D,B,80,100
44,IS,JOL D,B,70,100
44,IS,JOL D,B,70,0
44,IS,JOL D,B,50,0
44,IS,JOL D,B,80,0
44,IS,JOL D,B,70,100
44,IS,JOL D,B,70,0
44,IS,JOL D,B,70,0
44,IS,JOL D,B,80,100
44,IS,JOL D,B,80,100
44,IS,JOL D,B,60,100
44,IS,JOL D,B,80,100
44,IS,JOL D,B,70,100
44,IS,JOL D,B,70,0
44,IS,JOL D,B,70,100
44,IS,JOL D,B,70,100
44,IS,JOL D,F,70,100
44,IS,JOL D,F,80,100
44,IS,JOL D,F,90,100
44,IS,JOL D,F,70,100
44,IS,JOL D,F,70,100
44,IS,JOL D,F,70,100
44,IS,JOL D,F,50,100
44,IS,JOL D,F,80,100
44,IS,JOL D,F,80,0
44,IS,JOL D,F,70,100
44,IS,JOL D,F,70,100
44,IS,JOL D,F,80,100
44,IS,JOL D,F,70,100
44,IS,JOL D,F,70,100
44,IS,JOL D,F,80,100
44,IS,JOL D,F,60,100
44,IS,JOL D,F,70,100
44,IS,JOL D,F,70,100
44,IS,JOL D,F,70,100
44,IS,JOL D,F,70,100
44,IS,JOL D,S,70,100
44,IS,JOL D,S,50,100
44,IS,JOL D,S,70,100
44,IS,JOL D,S,80,100
44,IS,JOL D,S,70,100
44,IS,JOL D,S,70,100
44,IS,JOL D,S,80,100
44,IS,JOL D,S,70,100
44,IS,JOL D,S,70,100
44,IS,JOL D,S,70,100
44,IS,JOL D,S,80,100
44,IS,JOL D,S,80,100
44,IS,JOL D,S,80,100
44,IS,JOL D,S,80,100
44,IS,JOL D,S,70,100
44,IS,JOL D,S,80,100
44,IS,JOL D,S,80,100
44,IS,JOL D,S,70,0
44,IS,JOL D,S,70,100
44,IS,JOL D,S,70,100
44,IS,JOL D,U,70,0
44,IS,JOL D,U,70,100
44,IS,JOL D,U,20,0
44,IS,JOL D,U,40,0
44,IS,JOL D,U,50,0
44,IS,JOL D,U,50,0
44,IS,JOL D,U,30,0
44,IS,JOL D,U,50,0
44,IS,JOL D,U,50,0
44,IS,JOL D,U,50,0
44,IS,JOL D,U,70,0
44,IS,JOL D,U,40,0
44,IS,JOL D,U,40,0
44,IS,JOL D,U,80,100
44,IS,JOL D,U,60,0
44,IS,JOL D,U,60,0
44,IS,JOL D,U,40,0
44,IS,JOL D,U,50,100
44,IS,JOL D,U,50,0
44,IS,JOL D,U,50,0
53,IS,JOL A,F,100,100
53,IS,JOL A,F,100,100
53,IS,JOL A,F,100,100
53,IS,JOL A,F,100,100
53,IS,JOL A,F,100,100
53,IS,JOL A,F,80,0
53,IS,JOL A,F,100,0
53,IS,JOL A,F,100,100
53,IS,JOL A,F,100,100
53,IS,JOL A,F,100,100
53,IS,JOL A,F,100,100
53,IS,JOL A,F,100,100
53,IS,JOL A,F,100,100
53,IS,JOL A,F,10,100
53,IS,JOL A,F,90,100
53,IS,JOL A,F,100,100
53,IS,JOL A,F,100,100
53,IS,JOL A,F,100,100
53,IS,JOL A,F,100,100
53,IS,JOL A,F,70,100
53,IS,JOL A,B,100,100
53,IS,JOL A,B,100,0
53,IS,JOL A,B,100,100
53,IS,JOL A,B,80,0
53,IS,JOL A,B,100,100
53,IS,JOL A,B,100,100
53,IS,JOL A,B,100,0
53,IS,JOL A,B,100,100
53,IS,JOL A,B,10,100
53,IS,JOL A,B,100,100
53,IS,JOL A,B,100,100
53,IS,JOL A,B,100,100
53,IS,JOL A,B,100,0
53,IS,JOL A,B,100,0
53,IS,JOL A,B,100,100
53,IS,JOL A,B,100,100
53,IS,JOL A,B,0,100
53,IS,JOL A,B,100,100
53,IS,JOL A,B,100,0
53,IS,JOL A,B,90,0
53,IS,JOL A,S,100,0
53,IS,JOL A,S,100,100
53,IS,JOL A,S,100,100
53,IS,JOL A,S,100,100
53,IS,JOL A,S,80,100
53,IS,JOL A,S,70,0
53,IS,JOL A,S,100,100
53,IS,JOL A,S,100,100
53,IS,JOL A,S,100,100
53,IS,JOL A,S,100,100
53,IS,JOL A,S,100,100
53,IS,JOL A,S,90,0
53,IS,JOL A,S,50,0
53,IS,JOL A,S,100,100
53,IS,JOL A,S,100,100
53,IS,JOL A,S,100,100
53,IS,JOL A,S,40,0
53,IS,JOL A,S,100,100
53,IS,JOL A,S,100,100
53,IS,JOL A,S,100,100
53,IS,JOL A,U,100,0
53,IS,JOL A,U,30,0
53,IS,JOL A,U,100,0
53,IS,JOL A,U,80,100
53,IS,JOL A,U,100,0
53,IS,JOL A,U,100,0
53,IS,JOL A,U,100,0
53,IS,JOL A,U,90,0
53,IS,JOL A,U,50,0
53,IS,JOL A,U,100,100
53,IS,JOL A,U,60,0
53,IS,JOL A,U,100,0
53,IS,JOL A,U,100,0
53,IS,JOL A,U,100,0
53,IS,JOL A,U,100,0
53,IS,JOL A,U,80,0
53,IS,JOL A,U,90,0
53,IS,JOL A,U,40,0
53,IS,JOL A,U,90,0
53,IS,JOL A,U,100,0
54,IS,JOL B,F,30,100
54,IS,JOL B,F,30,100
54,IS,JOL B,F,70,100
54,IS,JOL B,F,30,100
54,IS,JOL B,F,100,100
54,IS,JOL B,F,10,100
54,IS,JOL B,F,10,100
54,IS,JOL B,F,80,100
54,IS,JOL B,F,90,100
54,IS,JOL B,F,10,100
54,IS,JOL B,F,80,0
54,IS,JOL B,F,60,100
54,IS,JOL B,F,10,100
54,IS,JOL B,F,30,100
54,IS,JOL B,F,30,100
54,IS,JOL B,F,20,100
54,IS,JOL B,F,60,100
54,IS,JOL B,F,10,100
54,IS,JOL B,F,10,100
54,IS,JOL B,B,50,0
54,IS,JOL B,B,60,100
54,IS,JOL B,B,50,0
54,IS,JOL B,B,80,100
54,IS,JOL B,B,100,0
54,IS,JOL B,B,10,100
54,IS,JOL B,B,50,100
54,IS,JOL B,B,70,0
54,IS,JOL B,B,70,100
54,IS,JOL B,B,10,100
54,IS,JOL B,B,60,100
54,IS,JOL B,B,20,100
54,IS,JOL B,B,70,100
54,IS,JOL B,B,10,100
54,IS,JOL B,B,50,100
54,IS,JOL B,B,80,0
54,IS,JOL B,B,50,100
54,IS,JOL B,B,90,0
54,IS,JOL B,B,30,100
54,IS,JOL B,B,80,100
54,IS,JOL B,S,20,100
54,IS,JOL B,S,50,0
54,IS,JOL B,S,90,100
54,IS,JOL B,S,50,100
54,IS,JOL B,S,70,100
54,IS,JOL B,S,40,100
54,IS,JOL B,S,10,100
54,IS,JOL B,S,30,100
54,IS,JOL B,S,40,100
54,IS,JOL B,S,50,100
54,IS,JOL B,S,40,100
54,IS,JOL B,S,40,100
54,IS,JOL B,S,30,100
54,IS,JOL B,S,40,100
54,IS,JOL B,S,50,100
54,IS,JOL B,S,50,100
54,IS,JOL B,S,20,100
54,IS,JOL B,S,50,100
54,IS,JOL B,S,80,100
54,IS,JOL B,U,90,0
54,IS,JOL B,U,90,0
54,IS,JOL B,U,50,0
54,IS,JOL B,U,90,100
54,IS,JOL B,U,100,0
54,IS,JOL B,U,90,0
54,IS,JOL B,U,80,0
54,IS,JOL B,U,70,0
54,IS,JOL B,U,50,0
54,IS,JOL B,U,50,0
54,IS,JOL B,U,80,100
54,IS,JOL B,U,60,0
54,IS,JOL B,U,80,0
54,IS,JOL B,U,20,0
54,IS,JOL B,U,20,0
54,IS,JOL B,U,60,0
54,IS,JOL B,U,70,0
54,IS,JOL B,U,20,100
54,IS,JOL B,U,60,100
54,IS,JOL B,U,40,0
55,IS,JOL C,F,80,0
55,IS,JOL C,F,80,100
55,IS,JOL C,F,90,100
55,IS,JOL C,F,80,100
55,IS,JOL C,F,60,100
55,IS,JOL C,F,90,100
55,IS,JOL C,F,80,0
55,IS,JOL C,F,80,100
55,IS,JOL C,F,100,0
55,IS,JOL C,F,100,100
55,IS,JOL C,F,100,0
55,IS,JOL C,F,90,0
55,IS,JOL C,F,80,100
55,IS,JOL C,F,90,100
55,IS,JOL C,F,70,100
55,IS,JOL C,F,80,100
55,IS,JOL C,F,100,100
55,IS,JOL C,F,90,100
55,IS,JOL C,F,80,100
55,IS,JOL C,F,90,100
55,IS,JOL C,B,90,0
55,IS,JOL C,B,90,100
55,IS,JOL C,B,80,100
55,IS,JOL C,B,80,100
55,IS,JOL C,B,80,100
55,IS,JOL C,B,80,100
55,IS,JOL C,B,90,0
55,IS,JOL C,B,80,100
55,IS,JOL C,B,90,100
55,IS,JOL C,B,70,100
55,IS,JOL C,B,90,100
55,IS,JOL C,B,80,100
55,IS,JOL C,B,80,100
55,IS,JOL C,B,70,100
55,IS,JOL C,B,90,100
55,IS,JOL C,B,90,100
55,IS,JOL C,B,90,100
55,IS,JOL C,B,90,100
55,IS,JOL C,B,80,100
55,IS,JOL C,B,90,100
55,IS,JOL C,S,100,100
55,IS,JOL C,S,80,0
55,IS,JOL C,S,60,100
55,IS,JOL C,S,70,100
55,IS,JOL C,S,90,100
55,IS,JOL C,S,90,100
55,IS,JOL C,S,100,100
55,IS,JOL C,S,90,100
55,IS,JOL C,S,90,100
55,IS,JOL C,S,80,100
55,IS,JOL C,S,80,100
55,IS,JOL C,S,90,100
55,IS,JOL C,S,100,100
55,IS,JOL C,S,90,100
55,IS,JOL C,S,100,100
55,IS,JOL C,S,90,100
55,IS,JOL C,S,100,100
55,IS,JOL C,S,90,100
55,IS,JOL C,S,90,100
55,IS,JOL C,S,80,100
55,IS,JOL C,U,40,0
55,IS,JOL C,U,40,0
55,IS,JOL C,U,70,0
55,IS,JOL C,U,70,0
55,IS,JOL C,U,60,0
55,IS,JOL C,U,80,0
55,IS,JOL C,U,40,0
55,IS,JOL C,U,70,0
55,IS,JOL C,U,80,0
55,IS,JOL C,U,90,0
55,IS,JOL C,U,90,0
